coach_name,position,n_player_seasons,n_superstar_seasons,superstar_rate,league_base_rate,p_value
Ken Whisenhunt,RB,20,4,0.2,0.09202226345083488,0.10499763056016699
Bruce Arians,RB,30,0,0.0,0.09202226345083488,0.10594918345843252
Dan Henning,WR,29,3,0.10344827586206896,0.0410126582278481,0.11380801511780507
Marty Mornhinweg,RB,44,7,0.1590909090909091,0.09202226345083488,0.11766319897607197
Brian Schottenheimer,RB,47,1,0.02127659574468085,0.09202226345083488,0.12176673574604802
Ben McAdoo,WR,15,2,0.13333333333333333,0.0410126582278481,0.12387100086564544
Klint Kubiak,WR,15,2,0.13333333333333333,0.0410126582278481,0.12387100086564544
Randy Fichtner,WR,16,2,0.125,0.0410126582278481,0.1379115365995014
Ben Johnson,WR,16,2,0.125,0.0410126582278481,0.1379115365995014
Darrell Bevell,QB,24,3,0.125,0.05466970387243736,0.13945022181868577
Darrell Bevell,RB,52,8,0.15384615384615385,0.09202226345083488,0.13960811059997402
Kyle Shanahan,WR,50,4,0.08,0.0410126582278481,0.1472105108517856
Clarence Shelmon,RB,15,3,0.2,0.09202226345083488,0.1536972231649032
Dan Henning,RB,25,0,0.0,0.09202226345083488,0.16165797140142318
Dirk Koetter,WR,53,4,0.07547169811320754,0.0410126582278481,0.17090396006412756
Brian Callahan,RB,16,3,0.1875,0.09202226345083488,0.17703622054365184
Cam Cameron,TE,20,3,0.15,0.07368918280585735,0.17861211453397388
Greg Roman,WR,62,0,0.0,0.0410126582278481,0.18178547444337922
Greg Roman,TE,36,5,0.1388888888888889,0.07368918280585735,0.18278346419680092
Mike Sullivan,WR,20,2,0.1,0.0410126582278481,0.1968604697902964
Jay Gruden,WR,21,2,0.09523809523809523,0.0410126582278481,0.21206991168701414
Kevin Gilbride,WR,39,3,0.07692307692307693,0.0410126582278481,0.21369653812269462
Brian Daboll,QB,16,2,0.125,0.05466970387243736,0.21644990549421822
Nathaniel Hackett,QB,16,2,0.125,0.05466970387243736,0.21644990549421822
Todd Haley,RB,33,5,0.15151515151515152,0.09202226345083488,0.2221151429834997
Tom Rossley,RB,18,3,0.16666666666666666,0.09202226345083488,0.22622238299773692
Mike LaFleur,RB,18,3,0.16666666666666666,0.09202226345083488,0.22622238299773692
Frank Smith,WR,22,2,0.09090909090909091,0.0410126582278481,0.2273894855821949
Greg Olson,RB,54,2,0.037037037037037035,0.09202226345083488,0.23053456204192463
Darrell Bevell,TE,45,1,0.022222222222222223,0.07368918280585735,0.2521436612681336
Bob Bratkowski,TE,24,0,0.0,0.07368918280585735,0.2525951322484412
Brian Daboll,TE,24,0,0.0,0.07368918280585735,0.2525951322484412
Jim Bob Cooter,TE,24,0,0.0,0.07368918280585735,0.2525951322484412
Pat Shurmur,WR,44,0,0.0,0.0410126582278481,0.26102098333503726
Dowell Loggains,RB,23,0,0.0,0.09202226345083488,0.2627473790186713
Byron Leftwich,WR,25,2,0.08,0.0410126582278481,0.2736782620180244
Scott Linehan,QB,19,2,0.10526315789473684,0.05466970387243736,0.2787465001613526
Scott Linehan,RB,43,6,0.13953488372093023,0.09202226345083488,0.2813327630651444
Joe Philbin,WR,26,2,0.07692307692307693,0.0410126582278481,0.2891200246961882
Bill Musgrave,RB,26,4,0.15384615384615385,0.09202226345083488,0.29281818176324914
Clyde Christensen,TE,15,2,0.13333333333333333,0.07368918280585735,0.3043082942522699
Brad Childress,WR,28,2,0.07142857142857142,0.0410126582278481,0.31986929494335203
Greg Roman,QB,21,2,0.09523809523809523,0.05466970387243736,0.32025545169016995
Brian Callahan,WR,29,2,0.06896551724137931,0.0410126582278481,0.3351330934489482
Kellen Moore,WR,30,2,0.06666666666666667,0.0410126582278481,0.35029692956224695
Mike LaFleur,WR,30,2,0.06666666666666667,0.0410126582278481,0.35029692956224695
Mike Mularkey,TE,17,2,0.11764705882352941,0.07368918280585735,0.35998836509019566
Matt Cavanaugh,TE,17,2,0.11764705882352941,0.07368918280585735,0.35998836509019566
Joe Philbin,TE,17,2,0.11764705882352941,0.07368918280585735,0.35998836509019566
Josh McDaniels,RB,61,3,0.04918032786885246,0.09202226345083488,0.366389575719014
Greg Olson,WR,75,1,0.013333333333333334,0.0410126582278481,0.3718381151003412
Eric Bieniemy,WR,32,2,0.0625,0.0410126582278481,0.38025660864845345
Tim Kelly,RB,15,0,0.0,0.09202226345083488,0.38780003593618717
Mike McCoy,RB,16,0,0.0,0.09202226345083488,0.389475787954011
Frank Reich,RB,16,0,0.0,0.09202226345083488,0.389475787954011
Bill Muir,TE,19,0,0.0,0.07368918280585735,0.3920108120635154
Mike Heimerdinger,TE,20,0,0.0,0.07368918280585735,0.3934021059694145
Kevin Gilbride,TE,20,0,0.0,0.07368918280585735,0.3934021059694145
Joe Lombardi,TE,20,0,0.0,0.07368918280585735,0.3934021059694145
Clyde Christensen,RB,17,0,0.0,0.09202226345083488,0.3940436900461888
Mike Mularkey,WR,33,2,0.06060606060606061,0.0410126582278481,0.3950222476623813
Jim Bob Cooter,WR,37,0,0.0,0.0410126582278481,0.403119748262288
Bill Musgrave,TE,23,0,0.0,0.07368918280585735,0.40787171512444775
Bruce Arians,WR,40,0,0.0,0.0410126582278481,0.41029042098027
Cam Cameron,WR,40,0,0.0,0.0410126582278481,0.41029042098027
Dowell Loggains,WR,40,0,0.0,0.0410126582278481,0.41029042098027
Mike Heimerdinger,RB,19,3,0.15789473684210525,0.09202226345083488,0.41044131149317054
Dirk Koetter,TE,25,3,0.12,0.07368918280585735,0.4244023121159256
Pat Shurmur,TE,26,3,0.11538461538461539,0.07368918280585735,0.4342752523310318
Brad Childress,RB,21,3,0.14285714285714285,0.09202226345083488,0.43440917065570456
Kyle Shanahan,TE,27,3,0.1111111111111111,0.07368918280585735,0.44503889536877983
Doug Marrone,WR,15,1,0.06666666666666667,0.0410126582278481,0.46703564752852134
Mike Sherman,WR,15,1,0.06666666666666667,0.0410126582278481,0.46703564752852134
Jedd Fisch,WR,16,1,0.0625,0.0410126582278481,0.48897725492378924
George Godsey,WR,16,1,0.0625,0.0410126582278481,0.48897725492378924
Nathaniel Hackett,WR,55,3,0.05454545454545454,0.0410126582278481,0.4923191158220538
Brian Daboll,RB,26,1,0.038461538461538464,0.09202226345083488,0.5065468080916643
Kevin Gilbride,RB,27,1,0.037037037037037035,0.09202226345083488,0.5070642385096545
Bill Muir,RB,27,1,0.037037037037037035,0.09202226345083488,0.5070642385096545
Mike Kafka,WR,17,1,0.058823529411764705,0.0410126582278481,0.5100208961801049
Nathaniel Hackett,TE,34,1,0.029411764705882353,0.07368918280585735,0.5103484834281737
Brian Schottenheimer,TE,36,1,0.027777777777777776,0.07368918280585735,0.5146531944930988
Marty Mornhinweg,WR,63,1,0.015873015873015872,0.0410126582278481,0.5193476142878108
Frank Reich,WR,18,1,0.05555555555555555,0.0410126582278481,0.530203101829437
Brian Schottenheimer,WR,69,1,0.014492753623188406,0.0410126582278481,0.5304733341802503
Edgar Bennett,WR,19,1,0.05263157894736842,0.0410126582278481,0.5495589252026901
Tom Rossley,WR,20,1,0.05,0.0410126582278481,0.5681220018033426
Marc Trestman,WR,20,1,0.05,0.0410126582278481,0.5681220018033426
Jeff Davidson,WR,20,1,0.05,0.0410126582278481,0.5681220018033426
Rick Dennison,RB,36,4,0.1111111111111111,0.09202226345083488,0.5681731430874526
Nathaniel Hackett,RB,36,4,0.1111111111111111,0.09202226345083488,0.5681731430874526
Mike McCarthy,WR,21,1,0.047619047619047616,0.0410126582278481,0.5859246063091591
Clyde Christensen,WR,21,1,0.047619047619047616,0.0410126582278481,0.5859246063091591
Greg Knapp,QB,18,0,0.0,0.05466970387243736,0.6189636949055244
Arthur Smith,WR,23,1,0.043478260869565216,0.0410126582278481,0.6193710197752872
Bill Lazor,TE,15,0,0.0,0.07368918280585735,0.6202662487871031
Mike LaFleur,TE,15,0,0.0,0.07368918280585735,0.6202662487871031
Greg Olson,QB,20,0,0.0,0.05466970387243736,0.6216594126446471
Charlie Weis,WR,24,0,0.0,0.0410126582278481,0.6231511395177787
Gil Haskell,WR,25,0,0.0,0.0410126582278481,0.623547089988866
Bill Lazor,WR,25,0,0.0,0.0410126582278481,0.623547089988866
Matt Cavanaugh,WR,26,0,0.0,0.0410126582278481,0.6245484067737109
Greg Knapp,TE,16,0,0.0,0.07368918280585735,0.6248187181165822
Al Saunders,WR,27,0,0.0,0.0410126582278481,0.6261050603447798
Mike Martz,WR,27,0,0.0,0.0410126582278481,0.6261050603447798
Harold Goodwin,WR,27,0,0.0,0.0410126582278481,0.6261050603447798
Adam Stenavich,WR,27,0,0.0,0.0410126582278481,0.6261050603447798
Ken Whisenhunt,WR,28,0,0.0,0.0410126582278481,0.6281700761556037
Scott Turner,WR,28,0,0.0,0.0410126582278481,0.6281700761556037
Alex Van Pelt,WR,31,0,0.0,0.0410126582278481,0.6369879800027515
Joe Lombardi,WR,31,0,0.0,0.0410126582278481,0.6369879800027515
Dan Henning,TE,18,0,0.0,0.07368918280585735,0.6379147948705686
Bill Lazor,RB,15,2,0.13333333333333333,0.09202226345083488,0.642062283802229
Shane Steichen,RB,15,2,0.13333333333333333,0.09202226345083488,0.642062283802229
Kellen Moore,RB,16,2,0.125,0.09202226345083488,0.6533880742252032
Todd Monken,WR,36,2,0.05555555555555555,0.0410126582278481,0.6582395047651826
Charlie Weis,RB,17,2,0.11764705882352941,0.09202226345083488,0.6656792772668626
Alex Van Pelt,RB,18,2,0.1111111111111111,0.09202226345083488,0.6786626063050427
Norv Turner,TE,23,2,0.08695652173913043,0.07368918280585735,0.6848480459098567
Mike Shula,RB,19,2,0.10526315789473684,0.09202226345083488,0.692106681050592
Todd Monken,TE,24,2,0.08333333333333333,0.07368918280585735,0.6954879088173476
Greg Knapp,WR,43,2,0.046511627906976744,0.0410126582278481,0.6958471132812918
Rick Dennison,WR,46,2,0.043478260869565216,0.0410126582278481,0.7132258074886247
Eric Bieniemy,RB,22,1,0.045454545454545456,0.09202226345083488,0.7151209606472044
Matt Cavanaugh,RB,23,1,0.043478260869565216,0.09202226345083488,0.716704383237803
Harold Goodwin,RB,23,1,0.043478260869565216,0.09202226345083488,0.716704383237803
Bruce Arians,TE,26,1,0.038461538461538464,0.07368918280585735,0.7171011230846236
Rick Dennison,TE,29,1,0.034482758620689655,0.07368918280585735,0.7191004263145593
Rob Chudzinski,RB,25,1,0.04,0.09202226345083488,0.7230937321573647
Marty Mornhinweg,TE,31,1,0.03225806451612903,0.07368918280585735,0.7239972687331
Pat Shurmur,RB,27,3,0.1111111111111111,0.09202226345083488,0.7329793538808165
Gary Kubiak,RB,28,3,0.10714285714285714,0.09202226345083488,0.7389535212602566
Kyle Shanahan,RB,30,3,0.1,0.09202226345083488,0.7524617643458578
Jim Bob Cooter,RB,31,3,0.0967741935483871,0.09202226345083488,0.7598156854050784
Josh McDaniels,WR,70,3,0.04285714285714286,0.0410126582278481,0.7635732319871468
Mike Heimerdinger,WR,28,1,0.03571428571428571,0.0410126582278481,1.0
Mike Mularkey,RB,19,1,0.05263157894736842,0.09202226345083488,1.0
Chan Gailey,RB,19,1,0.05263157894736842,0.09202226345083488,1.0
Chan Gailey,WR,27,1,0.037037037037037035,0.0410126582278481,1.0
Gary Kubiak,TE,16,1,0.0625,0.07368918280585735,1.0
Gary Kubiak,WR,31,1,0.03225806451612903,0.0410126582278481,1.0
Norv Turner,WR,44,1,0.022727272727272728,0.0410126582278481,1.0
Paul Hackett,WR,17,0,0.0,0.0410126582278481,1.0
Maurice Carthon,WR,15,0,0.0,0.0410126582278481,1.0
John Shoop,WR,16,0,0.0,0.0410126582278481,1.0
Scott Linehan,TE,35,2,0.05714285714285714,0.07368918280585735,1.0
Brad Childress,TE,15,1,0.06666666666666667,0.07368918280585735,1.0
Bill Muir,QB,17,0,0.0,0.05466970387243736,1.0
Bill Muir,WR,38,1,0.02631578947368421,0.0410126582278481,1.0
Chris Palmer,WR,22,0,0.0,0.0410126582278481,1.0
Bill Musgrave,WR,38,1,0.02631578947368421,0.0410126582278481,1.0
Jimmy Raye,WR,17,0,0.0,0.0410126582278481,1.0
Rob Chudzinski,TE,20,1,0.05,0.07368918280585735,1.0
Rob Chudzinski,WR,33,1,0.030303030303030304,0.0410126582278481,1.0
Norm Chow,WR,15,0,0.0,0.0410126582278481,1.0
Marty Mornhinweg,QB,22,1,0.045454545454545456,0.05466970387243736,1.0
Ron Turner,RB,20,1,0.05,0.09202226345083488,1.0
Ron Turner,WR,23,0,0.0,0.0410126582278481,1.0
Brian Schottenheimer,QB,21,1,0.047619047619047616,0.05466970387243736,1.0
Jeff Davidson,RB,16,1,0.0625,0.09202226345083488,1.0
Rick Dennison,QB,15,0,0.0,0.05466970387243736,1.0
Todd Haley,QB,16,0,0.0,0.05466970387243736,1.0
Todd Haley,TE,25,1,0.04,0.07368918280585735,1.0
Dirk Koetter,RB,34,3,0.08823529411764706,0.09202226345083488,1.0
Clarence Shelmon,WR,23,0,0.0,0.0410126582278481,1.0
Hue Jackson,WR,18,0,0.0,0.0410126582278481,1.0
"Pete Carmichael, Jr.",RB,21,2,0.09523809523809523,0.09202226345083488,1.0
"Pete Carmichael, Jr.",WR,23,0,0.0,0.0410126582278481,1.0
Jason Garrett,WR,15,0,0.0,0.0410126582278481,1.0
Alex Van Pelt,TE,17,1,0.058823529411764705,0.07368918280585735,1.0
Brian Daboll,WR,43,1,0.023255813953488372,0.0410126582278481,1.0
Curtis Modkins,WR,23,0,0.0,0.0410126582278481,1.0
Mike Sullivan,RB,16,1,0.0625,0.09202226345083488,1.0
Dowell Loggains,TE,20,1,0.05,0.07368918280585735,1.0
Mike Shula,WR,37,1,0.02702702702702703,0.0410126582278481,1.0
Pep Hamilton,WR,15,0,0.0,0.0410126582278481,1.0
Doug Pederson,WR,18,0,0.0,0.0410126582278481,1.0
Joe Lombardi,RB,23,2,0.08695652173913043,0.09202226345083488,1.0
Sean McVay,WR,16,0,0.0,0.0410126582278481,1.0
Pete Carmichael,TE,31,2,0.06451612903225806,0.07368918280585735,1.0
Pete Carmichael,WR,51,2,0.0392156862745098,0.0410126582278481,1.0
Todd Monken,RB,28,2,0.07142857142857142,0.09202226345083488,1.0
Matt Nagy,RB,16,1,0.0625,0.09202226345083488,1.0
Matt Nagy,WR,28,1,0.03571428571428571,0.0410126582278481,1.0
Todd Downing,WR,17,0,0.0,0.0410126582278481,1.0
Nick Sirianni,WR,18,0,0.0,0.0410126582278481,1.0
Kellen Moore,TE,15,1,0.06666666666666667,0.07368918280585735,1.0
Tim Kelly,WR,28,1,0.03571428571428571,0.0410126582278481,1.0
Byron Leftwich,RB,15,1,0.06666666666666667,0.09202226345083488,1.0
Shane Steichen,WR,19,0,0.0,0.0410126582278481,1.0
Scott Turner,RB,18,1,0.05555555555555555,0.09202226345083488,1.0
Joe Brady,WR,21,0,0.0,0.0410126582278481,1.0
Dave Ragone,WR,15,0,0.0,0.0410126582278481,1.0
Press Taylor,WR,16,0,0.0,0.0410126582278481,1.0
Adam Stenavich,TE,15,1,0.06666666666666667,0.07368918280585735,1.0
